Name,Type1,Type2,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,FireRed,LeafGreen,Emerald,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus,Scarlet,Violet
Vivillon,Bug,Flying,,,,,,,,,,,,,,,,,,,,,Evolve Scatterbug/Spewpa,Evolve Scatterbug/Spewpa,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Scatterbug/Spewpa,Evolve Scatterbug/Spewpa,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), Glaseado Mountain, East Paldean Sea, The Pokémon League","Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), Glaseado Mountain, East Paldean Sea, The Pokémon League"
Litleo,Fire,Normal,,,,,,,,,,,,,,,,,,,,,Route 22,Route 22,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Poké Pelago,Poké Pelago,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"East Province (Area One), South Province (Area Five)","East Province (Area One), South Province (Area Five)"
Pyroar,Fire,Normal,,,,,,,,,,,,,,,,,,,,,Evolve Litleo,Evolve Litleo,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Poni Plains,Poni Plains,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"East Province (Area One), South Province (Area Five)","East Province (Area One), South Province (Area Five)"
Flabebe,Fairy,None,,,,,,,,,,,,,,,,,,,,,"Route 4, 7","Route 4, 7",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Melemele Meadow,Melemele Meadow,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), Glaseado Mountain, East Paldean Sea, The Pokémon League","Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), Glaseado Mountain, East Paldean Sea, The Pokémon League"
Floette,Fairy,None,,,,,,,,,,,,,,,,,,,,,Evolve Flabébé,Evolve Flabébé,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Ula'ula Meadow, Poni Meadow","Ula'ula Meadow, Poni Meadow",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), The Great Crater of Paldea, Glaseado Mountain, East Paldean Sea, The Pokémon League","Tagtree Thicket, Asado Desert, North Province (Area One), North Province (Area Two), North Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), The Great Crater of Paldea, Glaseado Mountain, East Paldean Sea, The Pokémon League"
Florges,Fairy,None,,,,,,,,,,,,,,,,,,,,,Evolve Flabébé/Floette,Evolve Flabébé/Floette,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Flabébé/Floette,Evolve Flabébé/Floette,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,North Province (Area Three),North Province (Area Three)
Skiddo,Grass,None,,,,,,,,,,,,,,,,,,,,,Route 5,Route 5,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Gogoat,Grass,None,,,,,,,,,,,,,,,,,,,,,Evolve Skiddo,Evolve Skiddo,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Pancham,Fighting,None,,,,,,,,,,,,,,,,,,,,,Route 5,Route 5,Trade/migrate from another game,Trade/migrate from another game,"Route 10, 11, 17","Route 10, 11, 17","Route 10, 11","Route 10, 11",Not available in this game,Not available in this game,"Route 3, Rolling Fields, East Lake Axewell, West Lake Axewell","Route 3, Rolling Fields, East Lake Axewell, West Lake Axewell",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Pangoro,Fighting,Dark,,,,,,,,,,,,,,,,,,,,,Evolve Pancham,Evolve Pancham,Trade/migrate from another game,Trade/migrate from another game,"Route 10, 11, 17","Route 10, 11, 17","Route 10, 11","Route 10, 11",Not available in this game,Not available in this game,Lake of Outrage,Lake of Outrage,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Furfrou,Normal,None,,,,,,,,,,,,,,,,,,,,,Route 5,Route 5,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 2, Hau'oli City, Poni Wilds, Ancient Poni Path","Route 2, Hau'oli City, Poni Wilds, Ancient Poni Path",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Espurr,Psychic,None,,,,,,,,,,,,,,,,,,,,,Route 6,Route 6,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 5, Hammerlocke Hills, Motostoke Riverbank","Route 5, Hammerlocke Hills, Motostoke Riverbank",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Meowstic,Psychic,None,,,,,,,,,,,,,,,,,,,,,Evolve Espurr,Evolve Espurr,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 7, Dusty Bowl","Route 7, Dusty Bowl",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Honedge,Steel,Ghost,,,,,,,,,,,,,,,,,,,,,Route 6,Route 6,Trade/migrate from another game,Trade/migrate from another game,Akala Outskirts,Akala Outskirts,Akala Outskirts,Akala Outskirts,Not available in this game,Not available in this game,Hammerlocke Hills,Hammerlocke Hills,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Doublade,Steel,Ghost,,,,,,,,,,,,,,,,,,,,,Evolve Honedge,Evolve Honedge,Trade/migrate from another game,Trade/migrate from another game,Evolve Honedge,Evolve Honedge,Evolve Honedge,Evolve Honedge,Not available in this game,Not available in this game,Lake of Outrage,Lake of Outrage,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Aegislash,Steel,Ghost,,,,,,,,,,,,,,,,,,,,,Evolve Honedge/Doublade,Evolve Honedge/Doublade,Trade/migrate from another game,Trade/migrate from another game,Evolve Honedge/Doublade,Evolve Honedge/Doublade,Evolve Honedge/Doublade,Evolve Honedge/Doublade,Not available in this game,Not available in this game,Evolve Honedge/Doublade,Evolve Honedge/Doublade,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Spritzee,Fairy,None,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Route 7,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Trade/migrate from another game,"Route 5, Glimwood Tangle, Giant's Mirror, Stony Wilderness",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Aromatisse,Fairy,None,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Evolve Spritzee,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Trade/migrate from another game,Evolve Spritzee,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Swirlix,Fairy,None,,,,,,,,,,,,,,,,,,,,,Route 7,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 5, Glimwood Tangle, Giant's Mirror, Stony Wilderness",Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Slurpuff,Fairy,None,,,,,,,,,,,,,,,,,,,,,Evolve Swirlix,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Evolve Swirlix,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Inkay,Dark,Psychic,,,,,,,,,,,,,,,,,,,,,"Route 8, Azure Bay","Route 8, Azure Bay",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 1, Poni Wilds, Ancient Poni Path, Poni Gauntlet","Route 1, Poni Wilds, Ancient Poni Path, Poni Gauntlet",Not available in this game,Not available in this game,"Route 7, 9, Bridge Field, Hammerlocke Hills, Challenge Beach, Fields of Honor, Loop Lagoon, Training Lowlands","Route 7, 9, Bridge Field, Hammerlocke Hills, Challenge Beach, Fields of Honor, Loop Lagoon, Training Lowlands",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Malamar,Dark,Psychic,,,,,,,,,,,,,,,,,,,,,Evolve Inkay,Evolve Inkay,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Inkay,Evolve Inkay,Not available in this game,Not available in this game,Evolve Inkay,Evolve Inkay,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Binacle,Rock,Water,,,,,,,,,,,,,,,,,,,,,"Route 8, 12, Ambrette Town, Azure Bay","Route 8, 12, Cyllage City, Ambrette Town, Azure Bay",Mirage Spots,Mirage Spots,Trade/migrate from another game,Trade/migrate from another game,Breed Barbaracle,Breed Barbaracle,Not available in this game,Not available in this game,"Bridge Field, Motostoke Riverbank, Galar Mine No. 2","Bridge Field, Motostoke Riverbank, Galar Mine No. 2",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Barbaracle,Rock,Water,,,,,,,,,,,,,,,,,,,,,Evolve Binacle,Evolve Binacle,Evolve Binacle,Evolve Binacle,Trade/migrate from another game,Trade/migrate from another game,Ultra Space Wilds,Ultra Space Wilds,Not available in this game,Not available in this game,"Route 9, Dusty Bowl, Lake of Outrage","Route 9, Dusty Bowl, Lake of Outrage",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Skrelp,Poison,Water,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,"Route 8, Cyllage City, Ambrette Town","Route 105, 106, 107, 108, 109",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Breed Dragalge,Not available in this game,Not available in this game,Trade/migrate from another game,"Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea",Not available in this game,Not available in this game,Not available in this game,"Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea",Trade/migrate from another game
Dragalge,Poison,Dragon,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,"Route 8, Cyllage City, Ambrette Town",Evolve Skrelp,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Poni Breaker Coast,Not available in this game,Not available in this game,Trade/migrate from another game,"Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea",Not available in this game,Not available in this game,Not available in this game,"Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea",Trade/migrate from another game
Clauncher,Water,None,,,,,,,,,,,,,,,,,,,,,"Route 8, Cyllage City, Ambrette Town",Trade/migrate from another game,Trade/migrate from another game,"Route 105, 106, 107, 108, 109",Trade/migrate from another game,Trade/migrate from another game,Breed Clawitzer,Trade/migrate from another game,Not available in this game,Not available in this game,"Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea",Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,"Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea"
Clawitzer,Water,None,,,,,,,,,,,,,,,,,,,,,"Route 8, Cyllage City, Ambrette Town",Trade/migrate from another game,Trade/migrate from another game,Evolve Clauncher,Trade/migrate from another game,Trade/migrate from another game,Poni Breaker Coast,Trade/migrate from another game,Not available in this game,Not available in this game,"Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea",Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,"Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea"
Helioptile,Electric,Normal,,,,,,,,,,,,,,,,,,,,,Route 9,Route 9,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Breed Heliolisk,Breed Heliolisk,Not available in this game,Not available in this game,"Route 6, Giant's Mirror","Route 6, Giant's Mirror",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Heliolisk,Electric,Normal,,,,,,,,,,,,,,,,,,,,,Evolve Helioptile,Evolve Helioptile,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Ultra Space Wilds,Ultra Space Wilds,Not available in this game,Not available in this game,Evolve Helioptile,Evolve Helioptile,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Tyrunt,Rock,Dragon,,,,,,,,,,,,,,,,,,,,,Ambrette Town,Ambrette Town,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Route 8,Route 8,Not available in this game,Not available in this game,Ballimere Lake,Ballimere Lake,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Tyrantrum,Rock,Dragon,,,,,,,,,,,,,,,,,,,,,Evolve Tyrunt,Evolve Tyrunt,Evolve Tyrunt,Evolve Tyrunt,Trade/migrate from another game,Trade/migrate from another game,Evolve Tyrunt,Evolve Tyrunt,Not available in this game,Not available in this game,Evolve Tyrunt,Evolve Tyrunt,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Amaura,Rock,Ice,,,,,,,,,,,,,,,,,,,,,Ambrette Town,Ambrette Town,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Route 8,Route 8,Not available in this game,Not available in this game,"Slippery Slope, Frostpoint Field, Snowslide Slope","Slippery Slope, Frostpoint Field, Snowslide Slope",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Aurorus,Rock,Ice,,,,,,,,,,,,,,,,,,,,,Evolve Amaura,Evolve Amaura,Evolve Amaura,Evolve Amaura,Trade/migrate from another game,Trade/migrate from another game,Evolve Amaura,Evolve Amaura,Not available in this game,Not available in this game,Evolve Amaura,Evolve Amaura,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Sylveon,Fairy,None,,,,,,,,,,,,,,,,,,,,,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Not available in this game,Not available in this game,Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Not available in this game,Not available in this game,Space-Time Distortion,"South Province (Area Six), West Province (Area Three)","South Province (Area Six), West Province (Area Three)"
Hawlucha,Fighting,Flying,,,,,,,,,,,,,,,,,,,,,Route 10,Route 10,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 2, 3, Poké Pelago","Route 2, 3, Poké Pelago",Not available in this game,Not available in this game,"Route 6, Hammerlocke Hills","Route 6, Hammerlocke Hills",Not available in this game,Not available in this game,Not available in this game,"Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Dedenne,Electric,Fairy,,,,,,,,,,,,,,,,,,,,,Route 11,Route 11,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Blush Mountain,Blush Mountain,Not available in this game,Not available in this game,Challenge Beach,Challenge Beach,Not available in this game,Not available in this game,Not available in this game,"North Province (Area Three), West Province (Area Three)","North Province (Area Three), West Province (Area Three)"
Carbink,Rock,Fairy,,,,,,,,,,,,,,,,,,,,,Reflection Cave,Reflection Cave,Trade/migrate from another game,Trade/migrate from another game,"Ten Carat Hill, Vast Poni Canyon, Poké Pelago","Ten Carat Hill, Vast Poni Canyon, Poké Pelago","Ten Carat Hill, Vast Poni Canyon","Ten Carat Hill, Vast Poni Canyon",Not available in this game,Not available in this game,"Tunnel to the Top, Roaring-Sea Caves, Lakeside Cave","Tunnel to the Top, Roaring-Sea Caves, Lakeside Cave",Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game
Goomy,Dragon,None,,,,,,,,,,,,,,,,,,,,,Route 14,Route 14,Trade/migrate from another game,Trade/migrate from another game,"Route 17, Lush Jungle","Route 17, Lush Jungle","Route 17, Lush Jungle","Route 17, Lush Jungle",Not available in this game,Not available in this game,Trade/migrate from another game,"Lake of Outrage, Soothing Wetlands",Not available in this game,Not available in this game,"Ancient Quarry, Holm of Trials","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain"
Sliggoo,Dragon,None,,,,,,,,,,,,,,,,,,,,,Route 19,Route 19,Trade/migrate from another game,Trade/migrate from another game,Exeggutor Island,Exeggutor Island,Exeggutor Island,Exeggutor Island,Not available in this game,Not available in this game,Trade/migrate from another game,Lake of Outrage,Not available in this game,Not available in this game,"Ancient Quarry, Holm of Trials",Casseroya Lake,Casseroya Lake
Goodra,Dragon,None,,,,,,,,,,,,,,,,,,,,,Evolve Goomy/Sliggoo,Evolve Goomy/Sliggoo,Trade/migrate from another game,Trade/migrate from another game,Evolve Goomy/Sliggoo,Evolve Goomy/Sliggoo,Evolve Goomy/Sliggoo,Evolve Goomy/Sliggoo,Not available in this game,Not available in this game,Trade/migrate from another game,Evolve Goomy/Sliggoo/Sliggoo (Hisuian Sliggoo),Not available in this game,Not available in this game,Ancient Quarry,Evolve Goomy/Sliggoo/Sliggoo (Hisuian Sliggoo),Evolve Goomy/Sliggoo/Sliggoo (Hisuian Sliggoo)
Klefki,Steel,Fairy,,,,,,,,,,,,,,,,,,,,,"Route 15, 16, Lost Hotel","Route 15, 16, Lost Hotel",Route 113,Route 113,"Thrifty Megamart, Poké Pelago","Thrifty Megamart, Poké Pelago",Thrifty Megamart,Thrifty Megamart,Not available in this game,Not available in this game,Fields of Honor,Fields of Honor,Not available in this game,Not available in this game,Not available in this game,"East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Six), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Six), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Phantump,Ghost,Grass,,,,,,,,,,,,,,,,,,,,,Route 16,Route 16,Petalburg Woods,Petalburg Woods,Memorial Hill,Memorial Hill,"Memorial Hill, Tapu Village","Memorial Hill, Tapu Village",Not available in this game,Not available in this game,"Glimwood Tangle, Slippery Slope, Old Cemetery, Snowslide Slope, Giant's Foot, Three-Point Pass","Glimwood Tangle, Slippery Slope, Old Cemetery, Snowslide Slope, Giant's Foot, Three-Point Pass",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Trevenant,Ghost,Grass,,,,,,,,,,,,,,,,,,,,,Route 20,Route 20,Evolve Phantump,Evolve Phantump,Poké Pelago,Poké Pelago,Evolve Phantump,Evolve Phantump,Not available in this game,Not available in this game,Evolve Phantump,Evolve Phantump,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Pumpkaboo,Ghost,Grass,,,,,,,,,,,,,,,,,,,,,Route 16,Route 16,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 4, Giant's Mirror, Hammerlocke Hills","Route 4, Giant's Mirror, Hammerlocke Hills",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Gourgeist,Ghost,Grass,,,,,,,,,,,,,,,,,,,,,Evolve Pumpkaboo (Average Size),Evolve Pumpkaboo (Average Size),Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Evolve Pumpkaboo (Average Size),Evolve Pumpkaboo (Average Size),Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Bergmite,Ice,None,,,,,,,,,,,,,,,,,,,,,Frost Cavern,Frost Cavern,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 9, Lake of Outrage, Frigid Sea, Three-Point Pass","Route 9, Lake of Outrage, Frigid Sea, Three-Point Pass",Not available in this game,Not available in this game,"Arena's Approach, Avalugg's Legacy, Ice Column Chamber","Casseroya Lake, North Paldean Sea","Casseroya Lake, North Paldean Sea"
Avalugg,Ice,None,,,,,,,,,,,,,,,,,,,,,Evolve Bergmite,Evolve Bergmite,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Frigid Sea, Three-Point Pass","Frigid Sea, Three-Point Pass",Not available in this game,Not available in this game,Avalugg's Legacy,"Casseroya Lake, North Paldean Sea","Casseroya Lake, North Paldean Sea"
Noibat,Flying,Dragon,,,,,,,,,,,,,,,,,,,,,"Terminus Cave, Victory Road","Terminus Cave, Victory Road",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 5, Verdant Cavern","Route 5, Verdant Cavern",Not available in this game,Not available in this game,"Bridge Field, Watchtower Ruins, Galar Mine No. 2","Bridge Field, Watchtower Ruins, Galar Mine No. 2",Not available in this game,Not available in this game,Not available in this game,"North Province (Area One), North Province (Area Two), West Province (Area Two)","North Province (Area One), North Province (Area Two), West Province (Area Two)"
Noivern,Flying,Dragon,,,,,,,,,,,,,,,,,,,,,Evolve Noibat,Evolve Noibat,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Resolution Cave,Resolution Cave,Not available in this game,Not available in this game,"Lake of Outrage, Ballimere Lake, Lakeside Cave","Lake of Outrage, Ballimere Lake, Lakeside Cave",Not available in this game,Not available in this game,Not available in this game,"North Province (Area One), North Province (Area Two)","North Province (Area One), North Province (Area Two)"
Xerneas,Fairy,None,,,,,,,,,,,,,,,,,,,,,Team Flare HQ,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Ultra Space Wilds,Trade/migrate from another game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Yveltal,Dark,Flying,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Team Flare HQ,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Ultra Space Wilds,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
